year,race,driver,team,quali_position,quali_time_sec,delta_to_pole,avg_race_pace,median_race_pace,stint_count,pit_stops,final_position,fp2_avg_pace,fp2_med_pace,fp2_laps,sprint_avg_pace,sprint_med_pace,sprint_laps
2024,Singapore Grand Prix,MAG,Haas F1 Team,14.0,90.653,1.1280000000000001,100.7365357142857,99.4385,3.0,2,19,92.8312,92.983,5.0,,,
2024,Singapore Grand Prix,OCO,Alpine,15.0,90.769,1.2439999999999998,99.943868852459,99.245,2.0,1,13,93.405,93.953,5.0,,,
2024,Singapore Grand Prix,RIC,RB,16.0,91.085,1.559999999999988,100.69454098360656,99.251,4.0,3,18,92.717,92.652,3.0,,,
2024,Singapore Grand Prix,STR,Aston Martin,17.0,91.094,1.5689999999999884,100.00232786885245,99.511,2.0,1,14,93.101166666,93.478,6.0,,,
2024,Singapore Grand Prix,GAS,Alpine,18.0,91.312,1.786999999999992,100.19065573770492,99.498,2.0,1,17,93.2502,93.185,5.0,,,
2024,Singapore Grand Prix,BOT,Kick Sauber,19.0,91.572,2.046999999999997,100.1704918032787,99.859,2.0,1,16,94.8384,95.066,5.0,,,
2024,Singapore Grand Prix,ZHO,Kick Sauber,20.0,92.054,2.5289999999999964,100.16050819672131,99.743,2.0,1,15,93.35225,93.3025,4.0,,,
2024,United States Grand Prix,NOR,McLaren,1.0,92.33,0.0,100.15840740740741,99.53450000000001,2.0,1,4,,,,98.478944444,98.352,18.0
2024,United States Grand Prix,VER,Red Bull Racing,2.0,92.361,0.03100000000000591,100.18392592592592,99.1485,2.0,1,3,,,,98.185388888,98.1785,18.0
2024,United States Grand Prix,SAI,Ferrari,3.0,92.652,0.32200000000000273,99.99779629629629,99.0395,2.0,1,2,,,,98.235777777,98.2945,18.0
2024,United States Grand Prix,LEC,Ferrari,4.0,92.74,0.4099999999999966,99.80833333333332,99.0505,2.0,1,1,,,,98.429777777,98.317,18.0
2024,United States Grand Prix,PIA,McLaren,5.0,92.95,0.6200000000000045,101.22374545454547,99.65,2.0,1,5,,,,99.538333333,99.392,18.0
2024,United States Grand Prix,RUS,Mercedes,6.0,92.974,0.6440000000000055,102.10569090909091,99.965,2.0,2,6,,,,98.956555555,98.8595,18.0
2024,United States Grand Prix,GAS,Alpine,7.0,93.018,0.6880000000000024,102.45436363636364,100.73,2.0,1,12,,,,100.112833333,99.9825,18.0
2024,United States Grand Prix,ALO,Aston Martin,8.0,93.309,0.9789999999999992,102.90420370370369,101.2345,2.0,1,13,,,,100.287222222,100.248,18.0
2024,United States Grand Prix,MAG,Haas F1 Team,9.0,93.481,1.1509999999999962,101.46892592592593,100.467,3.0,2,11,,,,99.353777777,99.2095,18.0
2024,United States Grand Prix,PER,Red Bull Racing,10.0,93.02,0.6899999999999977,101.15807407407408,100.11,2.0,1,7,,,,99.518944444,99.6715,18.0
2024,United States Grand Prix,TSU,RB,11.0,93.506,1.176000000000002,102.00133962264151,101.002,2.0,1,14,,,,100.046,99.886,18.0
2024,United States Grand Prix,HUL,Haas F1 Team,12.0,93.544,1.2139999999999986,102.16325454545454,100.338,2.0,1,8,,,,99.363111111,99.3655,18.0
2024,United States Grand Prix,OCO,Alpine,13.0,93.597,1.266999999999996,103.72374074074075,101.4705,3.0,2,18,,,,100.041333333,100.0465,18.0
2024,United States Grand Prix,STR,Aston Martin,14.0,93.759,1.429000000000002,102.34162264150943,101.498,2.0,1,15,,,,100.097944444,100.0755,18.0
2024,United States Grand Prix,LAW,RB,15.0,93.339,1.0090000000000003,101.46307407407409,100.6175,2.0,1,9,,,,100.158333333,99.996,18.0
2024,United States Grand Prix,ALB,Williams,16.0,94.051,1.7210000000000036,103.17762962962964,101.618,3.0,2,16,,,,100.0345,99.8875,18.0
2024,United States Grand Prix,COL,Williams,17.0,94.062,1.7319999999999993,102.37798181818184,100.591,2.0,1,10,,,,100.022611111,99.9185,18.0
2024,United States Grand Prix,BOT,Kick Sauber,18.0,94.152,1.8220000000000027,103.58574074074075,101.17,2.0,1,17,,,,100.663888888,100.424,18.0
2024,United States Grand Prix,HAM,Mercedes,19.0,94.154,1.823999999999998,108.064,108.064,1.0,0,20,,,,99.019833333,98.769,18.0
2024,United States Grand Prix,ZHO,Kick Sauber,20.0,94.228,1.8979999999999961,104.70689090909089,101.474,3.0,2,19,,,,100.536,100.3835,18.0
2024,Mexico City Grand Prix,SAI,Ferrari,1.0,75.946,0.0,85.29295774647888,81.079,2.0,1,1,81.171913043,81.689,23.0,,,
2024,Mexico City Grand Prix,VER,Red Bull Racing,2.0,76.171,0.22500000000000853,86.1318028169014,81.58,2.0,1,6,,,,,,
2024,Mexico City Grand Prix,NOR,McLaren,3.0,76.26,0.31400000000000716,85.35922535211267,80.859,2.0,1,2,81.0097,81.7125,20.0,,,
2024,Mexico City Grand Prix,LEC,Ferrari,4.0,76.265,0.3190000000000026,85.77728169014082,81.262,3.0,2,3,80.80717647,81.448,17.0,,,
2024,Mexico City Grand Prix,RUS,Mercedes,5.0,76.356,0.4099999999999966,85.97656338028169,81.708,2.0,1,5,79.041,79.041,1.0,,,
2024,Mexico City Grand Prix,HAM,Mercedes,6.0,76.651,0.7049999999999983,85.92366197183101,81.536,2.0,1,4,81.234368421,81.839,19.0,,,
2024,Mexico City Grand Prix,MAG,Haas F1 Team,7.0,76.886,0.9399999999999977,86.18932394366198,81.946,2.0,1,7,81.722111111,82.429,18.0,,,
2024,Mexico City Grand Prix,GAS,Alpine,8.0,76.892,0.945999999999998,86.77695714285717,82.64,2.0,1,10,82.004333333,82.442,18.0,,,
2024,Mexico City Grand Prix,ALB,Williams,9.0,77.065,1.1189999999999998,,,1.0,0,19,,,,,,
2024,Mexico City Grand Prix,HUL,Haas F1 Team,10.0,77.365,1.418999999999997,86.5502857142857,82.2795,2.0,1,9,81.798294117,82.478,17.0,,,
2024,Mexico City Grand Prix,TSU,RB,11.0,77.129,1.183000000000007,,,1.0,0,20,81.688944444,82.434,18.0,,,
2024,Mexico City Grand Prix,LAW,RB,12.0,77.162,1.2160000000000082,87.43237142857143,83.1095,3.0,2,16,82.022117647,82.622,17.0,,,
2024,Mexico City Grand Prix,ALO,Aston Martin,13.0,77.168,1.2220000000000084,101.74926666666667,84.366,1.0,0,18,80.907090909,81.014,11.0,,,
2024,Mexico City Grand Prix,STR,Aston Martin,14.0,77.294,1.347999999999999,86.8696,82.8675,2.0,1,11,82.019647058,82.8,17.0,,,
2024,Mexico City Grand Prix,BOT,Kick Sauber,15.0,77.817,1.8709999999999951,87.11467142857144,83.30799999999999,2.0,1,14,81.7748125,82.595,16.0,,,
2024,Mexico City Grand Prix,COL,Williams,16.0,77.558,1.612000000000009,86.90424285714286,83.061,2.0,1,12,82.104388888,82.647,18.0,,,
2024,Mexico City Grand Prix,PIA,McLaren,17.0,77.597,1.6509999999999962,86.20743661971831,82.667,2.0,1,8,81.3926,81.9,20.0,,,
2024,Mexico City Grand Prix,PER,Red Bull Racing,18.0,77.611,1.6650000000000063,87.55834285714286,82.816,4.0,3,17,81.702631578,82.477,19.0,,,
2024,Mexico City Grand Prix,OCO,Alpine,19.0,77.617,1.6710000000000065,87.07804285714285,83.245,2.0,2,13,82.037526315,82.395,19.0,,,
2024,Mexico City Grand Prix,ZHO,Kick Sauber,20.0,78.072,2.1260000000000048,87.39317142857142,83.5305,2.0,1,15,82.1115,82.828,16.0,,,
2024,São Paulo Grand Prix,NOR,McLaren,1.0,83.405,0.0,88.59928358208957,84.446,3.0,2,6,,,,72.34625,72.3065,20.0
2024,São Paulo Grand Prix,RUS,Mercedes,2.0,83.578,0.17300000000000182,88.50752238805971,84.383,3.0,2,4,,,,72.7438,72.657,20.0
2024,São Paulo Grand Prix,TSU,RB,3.0,84.111,0.7060000000000031,88.80149253731345,84.762,3.0,2,7,,,,73.853142857,73.748,21.0
2024,São Paulo Grand Prix,OCO,Alpine,4.0,84.475,1.0699999999999932,88.32616417910448,84.504,2.0,1,2,,,,73.59547619,73.464,21.0
2024,São Paulo Grand Prix,LAW,RB,5.0,84.484,1.0789999999999935,89.1299104477612,84.834,3.0,2,9,,,,73.141619047,73.105,21.0
2024,São Paulo Grand Prix,LEC,Ferrari,6.0,84.525,1.1200000000000045,88.65179104477613,84.672,3.0,2,5,,,,72.51385,72.412,20.0
2024,São Paulo Grand Prix,PIA,McLaren,8.0,84.686,1.281000000000006,88.7619552238806,84.869,3.0,2,8,,,,72.3439,72.2615,20.0
2024,São Paulo Grand Prix,ALO,Aston Martin,9.0,88.998,5.5930000000000035,89.4820895522388,84.702,3.0,2,14,,,,74.38675,74.209,20.0
2024,São Paulo Grand Prix,STR,Aston Martin,10.0,86.334,2.929000000000002,,,1.0,0,19,,,,74.540047619,74.269,21.0
2024,São Paulo Grand Prix,BOT,Kick Sauber,11.0,86.472,3.066999999999993,89.53307462686567,85.203,2.0,1,13,,,,74.025619047,73.991,21.0
2024,São Paulo Grand Prix,VER,Red Bull Racing,12.0,87.771,4.366,88.0506119402985,84.269,2.0,1,1,,,,72.32565,72.3195,20.0
2024,São Paulo Grand Prix,PER,Red Bull Racing,13.0,88.158,4.753,89.38244776119404,85.253,3.0,2,11,,,,72.894714285,72.849,21.0
2024,São Paulo Grand Prix,SAI,Ferrari,14.0,89.406,6.001000000000005,90.7143888888889,86.176,3.0,3,16,,,,72.687,72.396,21.0
2024,São Paulo Grand Prix,GAS,Alpine,15.0,89.614,6.209000000000003,88.44259701492538,84.41,2.0,1,3,,,,73.069619047,73.049,21.0
2024,São Paulo Grand Prix,HAM,Mercedes,16.0,91.15,7.7450000000000045,89.13016417910445,84.825,3.0,2,10,,,,73.434,73.41,21.0
2024,São Paulo Grand Prix,BEA,Haas F1 Team,17.0,91.229,7.823999999999998,89.37219402985076,85.027,3.0,2,12,,,,73.729571428,73.388,21.0
2024,São Paulo Grand Prix,COL,Williams,18.0,91.27,7.864999999999995,90.27536666666668,85.79849999999999,2.0,1,17,,,,73.617571428,73.47,21.0
2024,São Paulo Grand Prix,HUL,Haas F1 Team,19.0,91.623,8.218000000000004,88.30792592592591,85.005,4.0,3,20,,,,73.564388888,73.413,18.0
2024,São Paulo Grand Prix,ZHO,Kick Sauber,20.0,92.263,8.858000000000004,90.41636363636364,86.05199999999999,5.0,4,15,,,,74.239380952,74.227,21.0
2024,Las Vegas Grand Prix,RUS,Mercedes,1.0,92.312,0.0,98.51938,97.73150000000001,3.0,2,1,97.483692307,98.576,13.0,,,
2024,Las Vegas Grand Prix,SAI,Ferrari,2.0,92.41,0.09799999999999898,98.75749999999998,97.7685,3.0,2,3,97.500727272,98.368,11.0,,,
2024,Las Vegas Grand Prix,GAS,Alpine,3.0,92.664,0.35200000000000387,102.46486666666668,99.956,2.0,1,20,98.092666666,99.0585,12.0,,,
2024,Las Vegas Grand Prix,LEC,Ferrari,4.0,92.783,0.47100000000000364,98.80503999999999,97.964,3.0,2,4,97.07390909,97.967,11.0,,,
2024,Las Vegas Grand Prix,VER,Red Bull Racing,5.0,92.797,0.48499999999999943,98.85102,97.7045,3.0,2,5,98.2549,98.5125,10.0,,,
2024,Las Vegas Grand Prix,NOR,McLaren,6.0,93.008,0.695999999999998,99.38707999999998,98.35849999999999,4.0,3,6,97.89125,98.4905,8.0,,,
2024,Las Vegas Grand Prix,TSU,RB,7.0,93.029,0.7169999999999987,99.77554,98.5625,3.0,2,9,98.573363636,99.019,11.0,,,
2024,Las Vegas Grand Prix,PIA,McLaren,8.0,93.033,0.7210000000000036,99.54668,98.32849999999999,3.0,2,7,97.584307692,98.163,13.0,,,
2024,Las Vegas Grand Prix,HUL,Haas F1 Team,9.0,93.062,0.75,99.71553999999998,98.57,3.0,2,8,98.6035,99.1465,12.0,,,
2024,Las Vegas Grand Prix,HAM,Mercedes,10.0,108.106,15.793999999999997,98.66564,97.339,3.0,2,2,96.859625,97.228,8.0,,,
2024,Las Vegas Grand Prix,OCO,Alpine,11.0,93.221,0.909000000000006,100.57202040816327,99.388,4.0,3,17,98.16975,98.947,12.0,,,
2024,Las Vegas Grand Prix,MAG,Haas F1 Team,12.0,93.297,0.9849999999999994,99.91544,99.05850000000001,2.0,1,12,97.837833333,98.5415,6.0,,,
2024,Las Vegas Grand Prix,ZHO,Kick Sauber,13.0,93.566,1.2540000000000049,100.00108000000002,99.331,3.0,2,13,97.5644,97.639,5.0,,,
2024,Las Vegas Grand Prix,COL,Williams,14.0,93.749,1.4369999999999976,100.02282,98.512,3.0,3,14,98.0135,98.268,8.0,,,
2024,Las Vegas Grand Prix,LAW,RB,15.0,94.257,1.9450000000000074,100.33948000000001,99.41,3.0,2,16,98.19125,98.3505,8.0,,,
2024,Las Vegas Grand Prix,PER,Red Bull Racing,16.0,94.155,1.8430000000000035,99.78165999999999,98.34299999999999,3.0,2,10,98.1556,98.5975,10.0,,,
2024,Las Vegas Grand Prix,ALO,Aston Martin,17.0,94.258,1.945999999999998,99.90327999999998,98.595,3.0,2,11,96.26725,96.1555,4.0,,,
2024,Las Vegas Grand Prix,ALB,Williams,18.0,94.425,2.1129999999999995,101.28084000000001,99.537,2.0,1,19,99.629,99.629,1.0,,,
2024,Las Vegas Grand Prix,BOT,Kick Sauber,19.0,94.43,2.118000000000009,100.76028571428571,99.581,3.0,2,18,98.1443,99.358,10.0,,,
2024,Las Vegas Grand Prix,STR,Aston Martin,20.0,94.484,2.171999999999997,100.20142000000001,98.65100000000001,3.0,2,15,97.867222222,97.648,9.0,,,
2024,Qatar Grand Prix,VER,Red Bull Racing,1.0,80.52,0.0,91.00656603773585,84.896,4.0,3,1,,,,85.541222222,85.38,18.0
2024,Qatar Grand Prix,RUS,Mercedes,2.0,80.575,0.05500000000000682,96.04257894736843,85.973,5.0,4,4,,,,85.230111111,85.28,18.0
2024,Qatar Grand Prix,NOR,McLaren,3.0,80.772,0.25200000000000955,92.8209259259259,85.143,5.0,4,10,,,,85.303388888,85.403,18.0
2024,Qatar Grand Prix,PIA,McLaren,4.0,80.829,0.3089999999999975,94.76075000000002,85.5755,4.0,3,3,,,,85.235055555,85.074,18.0
2024,Qatar Grand Prix,LEC,Ferrari,5.0,80.852,0.33200000000000784,93.57574545454546,85.323,4.0,3,2,,,,85.35,85.2435,18.0
2024,Qatar Grand Prix,HAM,Mercedes,6.0,81.011,0.49099999999999966,94.06752727272729,86.532,5.0,4,12,,,,85.433,85.448,18.0
2024,Qatar Grand Prix,SAI,Ferrari,7.0,81.041,0.5210000000000008,96.18945614035087,85.568,4.0,3,6,,,,85.224055555,85.294,18.0
2024,Qatar Grand Prix,ALO,Aston Martin,8.0,81.251,0.7310000000000088,96.23140350877192,86.687,4.0,3,7,,,,86.012277777,85.7165,18.0
2024,Qatar Grand Prix,PER,Red Bull Racing,9.0,81.425,0.9050000000000011,95.4564054054054,86.455,4.0,3,17,,,,86.379875,86.245,16.0
2024,Qatar Grand Prix,MAG,Haas F1 Team,10.0,81.5,0.980000000000004,96.44736842105264,86.65,4.0,3,9,,,,85.772388888,85.536,18.0
2024,Qatar Grand Prix,GAS,Alpine,11.0,81.437,0.9170000000000016,96.1772807017544,86.514,4.0,3,5,,,,85.805833333,85.4675,18.0
2024,Qatar Grand Prix,ZHO,Kick Sauber,12.0,81.501,0.9810000000000088,96.32777192982456,86.609,4.0,3,8,,,,86.669714285,86.185,14.0
2024,Qatar Grand Prix,BOT,Kick Sauber,13.0,81.731,1.2109999999999985,94.44319999999999,87.753,4.0,3,11,,,,86.183333333,85.8815,18.0
2024,Qatar Grand Prix,TSU,RB,14.0,81.771,1.2510000000000048,96.9547894736842,87.574,5.0,4,13,,,,86.663333333,86.3895,18.0
2024,Qatar Grand Prix,STR,Aston Martin,15.0,81.911,1.3910000000000053,121.44525,132.94650000000001,3.0,2,18,,,,86.226277777,85.9085,18.0
2024,Qatar Grand Prix,ALB,Williams,16.0,82.39,1.8700000000000045,97.82664285714286,87.578,5.0,4,15,,,,86.663666666,86.4225,18.0
2024,Qatar Grand Prix,LAW,RB,17.0,82.411,1.8910000000000053,95.86683928571429,87.57,5.0,4,14,,,,86.672833333,86.411,18.0
2024,Qatar Grand Prix,HUL,Haas F1 Team,18.0,82.442,1.921999999999997,98.32071794871794,87.908,5.0,4,16,,,,85.501722222,85.477,18.0
2024,Qatar Grand Prix,COL,Williams,19.0,82.594,2.073999999999998,,,1.0,0,19,,,,86.411611111,86.202,18.0
2024,Qatar Grand Prix,OCO,Alpine,20.0,82.714,2.1940000000000026,,,1.0,0,20,,,,86.535,86.369,18.0
2024,Abu Dhabi Grand Prix,NOR,McLaren,1.0,82.595,0.0,89.53949999999999,88.4265,2.0,1,1,85.3434,84.501,5.0,,,
2024,Abu Dhabi Grand Prix,PIA,McLaren,2.0,82.804,0.20900000000000318,90.98468965517242,89.58699999999999,3.0,2,10,86.586,85.5445,10.0,,,
2024,Abu Dhabi Grand Prix,SAI,Ferrari,3.0,82.824,0.2289999999999992,89.64005172413792,88.479,2.0,1,2,84.794,84.678,6.0,,,
2024,Abu Dhabi Grand Prix,HUL,Haas F1 Team,4.0,82.886,0.2909999999999968,90.84215517241378,89.7865,2.0,1,8,87.128857142,88.309,14.0,,,
2024,Abu Dhabi Grand Prix,VER,Red Bull Racing,5.0,82.945,0.3499999999999943,90.39893103448276,89.4285,2.0,1,6,85.20025,85.1115,4.0,,,
2024,Abu Dhabi Grand Prix,GAS,Alpine,6.0,82.984,0.3889999999999958,90.79053448275862,89.65,2.0,1,7,85.235,85.398,5.0,,,
2024,Abu Dhabi Grand Prix,RUS,Mercedes,7.0,83.132,0.5370000000000061,90.18670689655174,88.9085,2.0,1,5,85.2475,85.329,4.0,,,
2024,Abu Dhabi Grand Prix,ALO,Aston Martin,8.0,83.196,0.6009999999999991,90.95972413793103,89.7705,3.0,2,9,85.14875,85.1555,4.0,,,
2024,Abu Dhabi Grand Prix,BOT,Kick Sauber,9.0,83.204,0.6089999999999947,94.90933333333332,90.2885,2.0,1,18,85.0508,85.54,5.0,,,
2024,Abu Dhabi Grand Prix,PER,Red Bull Racing,10.0,83.264,0.6689999999999969,,,1.0,0,20,85.8828,85.381,5.0,,,
2024,Abu Dhabi Grand Prix,TSU,RB,11.0,83.419,0.8239999999999981,91.36892982456139,89.911,2.0,1,12,85.263,85.3155,6.0,,,
2024,Abu Dhabi Grand Prix,LAW,RB,12.0,83.472,0.8769999999999953,92.30816363636363,89.869,4.0,3,17,85.1144,85.447,5.0,,,
2024,Abu Dhabi Grand Prix,STR,Aston Martin,13.0,83.784,1.1890000000000072,91.34673684210526,90.05,3.0,2,14,85.693666666,85.832,6.0,,,
2024,Abu Dhabi Grand Prix,LEC,Ferrari,14.0,83.833,1.2379999999999995,90.08998275862069,88.67599999999999,2.0,1,3,85.1784,84.744,5.0,,,
2024,Abu Dhabi Grand Prix,MAG,Haas F1 Team,15.0,83.877,1.2819999999999965,92.47171929824562,90.25,5.0,4,16,85.2546,85.561,5.0,,,
2024,Abu Dhabi Grand Prix,ALB,Williams,16.0,83.821,1.225999999999999,91.3077543859649,90.058,2.0,1,11,86.13375,85.549,4.0,,,
2024,Abu Dhabi Grand Prix,ZHO,Kick Sauber,17.0,83.88,1.2849999999999966,91.41394736842103,90.017,3.0,2,13,85.171,84.777,3.0,,,
2024,Abu Dhabi Grand Prix,HAM,Mercedes,18.0,83.887,1.2920000000000016,90.1685172413793,89.6605,2.0,1,4,86.104571428,85.331,7.0,,,
2024,Abu Dhabi Grand Prix,COL,Williams,19.0,83.912,1.3170000000000073,95.01653846153847,90.352,2.0,1,19,85.397333333,85.351,3.0,,,
2024,Abu Dhabi Grand Prix,DOO,Alpine,20.0,84.105,1.5100000000000051,91.5762456140351,90.404,2.0,1,15,86.817,86.599,6.0,,,
2025,Pre-Season Testing,RUS,Mercedes,1.0,89.158,0.0,97.13495161290321,96.66,2.0,1,1,93.231,93.231,1.0,,,
2025,Pre-Season Testing,VER,Red Bull Racing,2.0,89.34,0.18200000000000216,97.22253225806452,96.6235,2.0,1,2,93.376142857,93.62,7.0,,,
2025,Pre-Season Testing,PIA,McLaren,3.0,89.524,0.36599999999999966,97.26633870967741,96.767,2.0,1,4,93.304,93.6875,8.0,,,
2025,Pre-Season Testing,ANT,Mercedes,4.0,89.537,0.3790000000000049,97.6781935483871,97.0035,2.0,1,5,94.77725,94.8025,4.0,,,
2025,Pre-Season Testing,NOR,McLaren,5.0,89.586,0.42799999999999727,97.23279032258066,96.75,2.0,1,3,92.8972,92.226,5.0,,,
2025,Pre-Season Testing,HAM,Ferrari,6.0,89.688,0.5300000000000011,98.42932258064515,97.05799999999999,3.0,2,8,92.098333333,91.834,3.0,,,
2025,Pre-Season Testing,LEC,Ferrari,7.0,89.784,0.6260000000000048,97.87682258064515,97.369,2.0,1,6,92.3325,92.3305,4.0,,,
2025,Pre-Season Testing,HAD,Racing Bulls,8.0,89.846,0.6880000000000024,99.01150819672131,98.372,2.0,1,11,92.308,92.056,4.0,,,
2025,Pre-Season Testing,BEA,Haas F1 Team,9.0,89.868,0.7099999999999937,98.64345161290323,98.37,2.0,1,9,92.89025,92.9775,4.0,,,
2025,Pre-Season Testing,ALO,Aston Martin,10.0,89.955,0.796999999999997,98.43603225806451,97.8685,2.0,1,7,92.682166666,92.554,6.0,,,
2025,Pre-Season Testing,HUL,Kick Sauber,11.0,90.141,0.9830000000000041,99.53126229508197,98.437,3.0,2,20,92.9604,93.352,5.0,,,
2025,Pre-Season Testing,LAW,Racing Bulls,12.0,90.32,1.161999999999992,99.17232786885243,98.696,2.0,1,15,93.2545,93.2545,2.0,,,
2025,Pre-Season Testing,TSU,Red Bull Racing,13.0,90.353,1.1949999999999932,99.04321311475412,98.365,2.0,1,12,93.66875,93.6305,4.0,,,
2025,Pre-Season Testing,BOR,Kick Sauber,14.0,90.82,1.661999999999992,99.49377049180328,98.65,2.0,1,17,92.97875,92.9,4.0,,,
2025,Pre-Season Testing,STR,Aston Martin,15.0,90.949,1.7909999999999968,99.12880327868851,98.67,2.0,1,13,93.123666666,93.053,6.0,,,
2025,Pre-Season Testing,COL,Alpine,16.0,90.982,1.823999999999998,99.4304426229508,98.649,2.0,1,16,94.05425,93.9015,4.0,,,
2025,Pre-Season Testing,OCO,Haas F1 Team,17.0,90.989,1.831000000000003,99.5,98.617,2.0,1,18,92.905,93.002,6.0,,,
2025,Pre-Season Testing,GAS,Alpine,18.0,91.261,2.1029999999999944,99.50537704918034,98.72,3.0,3,19,93.706333333,93.351,6.0,,,
2025,Pre-Season Testing,ALB,Williams,19.0,,,99.14240983606558,98.507,2.0,2,14,93.6974,93.282,5.0,,,
2025,Pre-Season Testing,SAI,Williams,20.0,,,98.90362295081967,98.477,2.0,1,10,93.082428571,92.791,7.0,,,
2025,Australian Grand Prix,NOR,McLaren,1.0,75.096,0.0,103.42830188679247,90.795,6.0,5,1,78.747833333,77.746,6.0,,,
2025,Australian Grand Prix,PIA,McLaren,2.0,75.18,0.08400000000000318,102.08446153846154,91.3335,6.0,5,9,77.3938,77.495,5.0,,,
2025,Australian Grand Prix,VER,Red Bull Racing,3.0,75.481,0.3849999999999909,103.34115094339623,91.598,6.0,5,2,78.4898,77.893,5.0,,,
2025,Australian Grand Prix,RUS,Mercedes,4.0,75.546,0.45000000000000284,103.68633962264151,91.885,6.0,5,3,79.6387,79.843,10.0,,,
2025,Australian Grand Prix,TSU,Racing Bulls,5.0,75.67,0.5739999999999981,104.08569811320754,93.444,6.0,5,12,77.461,77.65,3.0,,,
2025,Australian Grand Prix,ALB,Williams,6.0,75.737,0.6409999999999911,104.67238888888889,93.12049999999999,6.0,5,5,78.508166666,77.626,6.0,,,
2025,Australian Grand Prix,LEC,Ferrari,7.0,75.755,0.6589999999999918,103.93352830188681,92.614,6.0,5,8,79.490818181,80.825,11.0,,,
2025,Australian Grand Prix,HAM,Ferrari,8.0,75.973,0.8769999999999953,103.9671886792453,93.017,6.0,5,10,78.695714285,78.027,7.0,,,
2025,Australian Grand Prix,GAS,Alpine,9.0,75.98,0.8840000000000003,104.88916666666665,93.1995,6.0,5,11,78.5446,78.499,5.0,,,
2025,Australian Grand Prix,SAI,Williams,10.0,76.062,0.965999999999994,,,1.0,0,18,78.0158,77.437,5.0,,,
2025,Australian Grand Prix,HAD,Racing Bulls,11.0,76.175,1.0789999999999935,,,1.0,0,20,77.9115,78.0365,4.0,,,
2025,Australian Grand Prix,ALO,Aston Martin,12.0,76.453,1.3569999999999993,98.51737931034482,92.61,4.0,3,17,77.834,77.747,4.0,,,
2025,Australian Grand Prix,STR,Aston Martin,13.0,76.483,1.3870000000000005,104.73012962962963,94.084,6.0,5,6,78.125,78.1815,4.0,,,
2025,Australian Grand Prix,DOO,Alpine,14.0,76.863,1.766999999999996,,,1.0,0,19,78.452333333,78.025,6.0,,,
2025,Australian Grand Prix,BOR,Kick Sauber,15.0,77.52,2.4239999999999924,102.65563414634146,94.102,6.0,5,16,78.8572,78.706,5.0,,,
2025,Australian Grand Prix,ANT,Mercedes,16.0,76.525,1.429000000000002,104.57937037037036,94.24000000000001,6.0,5,4,78.949666666,78.5485,6.0,,,
2025,Australian Grand Prix,HUL,Kick Sauber,17.0,76.579,1.4829999999999899,104.74016666666667,94.90299999999999,6.0,5,7,77.926333333,77.772,3.0,,,
2025,Australian Grand Prix,LAW,Red Bull Racing,18.0,77.094,1.9979999999999905,101.75252380952381,93.98949999999999,5.0,5,15,78.3374,78.253,5.0,,,
2025,Australian Grand Prix,OCO,Haas F1 Team,19.0,77.147,2.051000000000002,103.84869811320755,94.582,6.0,5,13,78.618833333,78.448,6.0,,,
2025,Australian Grand Prix,BEA,Haas F1 Team,20.0,,,103.8700754716981,94.505,6.0,6,14,,,,,,
2025,Chinese Grand Prix,PIA,McLaren,1.0,90.641,0.0,97.41117857142856,96.9125,2.0,1,1,,,,97.118388888,97.004,18.0
2025,Chinese Grand Prix,RUS,Mercedes,2.0,90.723,0.08199999999999363,97.60933928571428,97.07849999999999,2.0,1,3,,,,97.311722222,97.3825,18.0
2025,Chinese Grand Prix,NOR,McLaren,3.0,90.793,0.15200000000000102,97.58524999999999,97.0515,2.0,1,2,,,,97.816666666,97.8755,18.0
2025,Chinese Grand Prix,VER,Red Bull Racing,4.0,90.817,0.17599999999998772,97.70860714285713,97.226,2.0,1,4,,,,97.353611111,97.1445,18.0
2025,Chinese Grand Prix,HAM,Ferrari,5.0,90.927,0.28600000000000136,97.86441071428571,97.4285,3.0,2,19,,,,96.851777777,96.899,18.0
2025,Chinese Grand Prix,LEC,Ferrari,6.0,91.021,0.37999999999999545,97.82566071428573,97.19800000000001,2.0,1,18,,,,97.325666666,97.2915,18.0
2025,Chinese Grand Prix,HAD,Racing Bulls,7.0,91.079,0.4379999999999882,98.81966071428572,98.018,3.0,2,11,,,,98.689,98.56,18.0
2025,Chinese Grand Prix,ANT,Mercedes,8.0,91.103,0.4619999999999891,98.3709642857143,97.85900000000001,2.0,1,6,,,,97.861555555,98.0055,18.0
2025,Chinese Grand Prix,TSU,Racing Bulls,9.0,91.638,0.9969999999999999,99.60976363636364,97.922,4.0,3,16,,,,97.839222222,97.908,18.0
2025,Chinese Grand Prix,ALB,Williams,10.0,91.706,1.0649999999999977,98.4169107142857,97.79849999999999,2.0,1,7,,,,98.649944444,98.309,18.0
2025,Chinese Grand Prix,OCO,Haas F1 Team,11.0,91.625,0.9839999999999947,98.30348214285713,97.8565,2.0,1,5,,,,98.878722222,99.0255,18.0
2025,Chinese Grand Prix,HUL,Kick Sauber,12.0,91.632,0.9909999999999997,99.55003636363637,98.736,2.0,1,15,,,,98.882705882,99.068,17.0
2025,Chinese Grand Prix,ALO,Aston Martin,13.0,91.688,1.046999999999997,111.39349999999999,102.67599999999999,1.0,0,17,,,,98.605222222,98.2125,18.0
