year,race,driver,team,quali_position,quali_time_sec,delta_to_pole,avg_race_pace,median_race_pace,stint_count,pit_stops,final_position,fp2_avg_pace,fp2_med_pace,fp2_laps,sprint_avg_pace,sprint_med_pace,sprint_laps,pace_fp2sprint_avg,pace_fp2sprint_med,pace_fp2sprint_laps,quali_normalized,pace_ratio,pace_fp2sprint_ratio,race_variability
2024,Saudi Arabian Grand Prix,ZHO,Kick Sauber,20.0,86.987,1.0050000000000097,98.04847916666664,95.116,2.0,1,18,92.292625,91.6315,8.0,96.9850833325,96.95150000000001,18.0,92.292625,91.6315,8.0,1.0,1.030830556022821,1.0072150406792424,0.030830556022820962
2024,Australian Grand Prix,VER,Red Bull Racing,1.0,75.915,0.0,84.89066666666668,84.099,1.0,0,19,78.3028,77.981,5.0,96.9850833325,96.95150000000001,18.0,78.3028,77.981,5.0,0.05,1.0094135086822278,1.0041266462343392,0.009413508682227748
2024,Australian Grand Prix,SAI,Ferrari,2.0,76.185,0.269999999999996,83.22143103448276,81.578,3.0,2,1,79.207333333,78.638,6.0,96.9850833325,96.95150000000001,18.0,79.207333333,78.638,6.0,0.1,1.0201455175964447,1.0072399264096237,0.02014551759644462
2024,Australian Grand Prix,PER,Red Bull Racing,3.0,76.274,0.3589999999999946,84.19227586206898,82.13900000000001,3.0,2,5,79.746375,79.1055,8.0,96.9850833325,96.95150000000001,18.0,79.746375,79.1055,8.0,0.15,1.0249975755983025,1.0081015226501318,0.024997575598302534
2024,Australian Grand Prix,NOR,McLaren,4.0,76.315,0.3999999999999915,83.32322413793102,81.803,3.0,2,3,78.444,78.201,3.0,96.9850833325,96.95150000000001,18.0,78.444,78.201,3.0,0.2,1.0185839655994404,1.0031073771435148,0.018583965599440408
2024,Australian Grand Prix,LEC,Ferrari,5.0,76.435,0.519999999999996,83.26222413793103,81.9085,3.0,2,2,78.848833333,78.1005,6.0,96.9850833325,96.95150000000001,18.0,78.848833333,78.1005,6.0,0.25,1.0165272729683859,1.0095816714745744,0.016527272968385753
2024,Australian Grand Prix,PIA,McLaren,6.0,76.572,0.6569999999999965,83.83815517241379,82.072,3.0,2,4,80.538555555,81.421,9.0,96.9850833325,96.95150000000001,18.0,80.538555555,81.421,9.0,0.3,1.0215195824692196,0.9891619552081158,0.02151958246921958
2024,Australian Grand Prix,RUS,Mercedes,7.0,76.724,0.8089999999999975,83.65596428571429,82.7065,3.0,2,17,78.8002,78.897,5.0,96.9850833325,96.95150000000001,18.0,78.8002,78.897,5.0,0.35,1.01147992341248,0.9987730838941912,0.011479923412480095
2024,Australian Grand Prix,TSU,RB,8.0,76.788,0.8729999999999905,84.86972413793104,83.03999999999999,3.0,2,7,79.1912,79.185,5.0,96.9850833325,96.95150000000001,18.0,79.1912,79.185,5.0,0.4,1.0220342502159327,1.0000782976573845,0.02203425021593271
2024,Australian Grand Prix,STR,Aston Martin,9.0,77.072,1.1569999999999965,84.82870689655172,83.061,3.0,2,6,79.382666666,79.0595,6.0,96.9850833325,96.95150000000001,18.0,79.382666666,79.0595,6.0,0.45,1.0212820324406366,1.004087638626604,0.02128203244063658
2024,Australian Grand Prix,ALO,Aston Martin,10.0,77.552,1.6370000000000005,84.61784482758623,82.7415,3.0,2,8,78.4574,78.127,5.0,96.9850833325,96.95150000000001,18.0,78.4574,78.127,5.0,0.5,1.0226771913439594,1.0042290117372996,0.02267719134395948
2024,Australian Grand Prix,HAM,Mercedes,11.0,76.96,1.0449999999999875,85.2284,83.436,2.0,1,18,79.3495,79.1285,4.0,96.9850833325,96.95150000000001,18.0,79.3495,79.1285,4.0,0.55,1.0214823337648016,1.0027929254314185,0.0214823337648016
2024,Australian Grand Prix,ALB,Williams,12.0,77.167,1.2519999999999951,84.76933333333334,83.066,3.0,2,11,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,77.167,77.167,77.167,0.6,1.0205057825504218,1.0,0.02050578255042175
2024,Australian Grand Prix,BOT,Kick Sauber,13.0,77.34,1.4249999999999972,85.42401754385963,82.976,3.0,2,14,79.8118,79.537,5.0,96.9850833325,96.95150000000001,18.0,79.8118,79.537,5.0,0.65,1.0295027181818794,1.0034549957881238,0.029502718181879516
2024,Australian Grand Prix,MAG,Haas F1 Team,14.0,77.427,1.5120000000000005,84.75305263157895,83.315,3.0,2,10,79.69075,79.5015,4.0,96.9850833325,96.95150000000001,18.0,79.69075,79.5015,4.0,0.7,1.0172604288732996,1.002380458230348,0.01726042887329959
2024,Australian Grand Prix,OCO,Alpine,15.0,77.697,1.7819999999999965,85.62845614035088,82.989,4.0,3,16,79.369571428,79.158,7.0,96.9850833325,96.95150000000001,18.0,79.369571428,79.158,7.0,0.75,1.0318048914958715,1.0026727737941838,0.031804891495871415
2024,Australian Grand Prix,HUL,Haas F1 Team,16.0,77.976,2.060999999999993,85.02406896551723,83.0565,3.0,2,9,79.51025,79.3375,4.0,96.9850833325,96.95150000000001,18.0,79.51025,79.3375,4.0,0.8,1.0236895241855513,1.0021774066488103,0.023689524185551168
2024,Australian Grand Prix,GAS,Alpine,17.0,77.982,2.066999999999993,85.31221052631581,83.245,3.0,2,13,79.26875,79.1085,8.0,96.9850833325,96.95150000000001,18.0,79.26875,79.1085,8.0,0.85,1.0248328491358736,1.0020256988819152,0.024832849135873677
2024,Australian Grand Prix,RIC,RB,18.0,78.085,2.1699999999999875,84.883350877193,83.105,3.0,2,12,79.1702,79.21,5.0,96.9850833325,96.95150000000001,18.0,79.1702,79.21,5.0,0.9,1.0213988433571144,0.9994975381896225,0.02139884335711439
